[22:52:11] [main/INFO]: ModLauncher running: args [--username, Mirakuru_Myuujik, --version, forge-47.4.0, --gameDir, V:\Minecraft Schenanigans\Curseforge\Instances\Gregtech Reverberating Nexus, --assetsDir, V:\Minecraft Schenanigans\Curseforge\Install\assets, --assetIndex, 5, --uuid, 9650f2624ceb415cb0e03dca0f42f782, --accessToken, ????????, --clientId, d7bde2-49c390-ec9922-4156d1-d7fa60, --xuid, 2535457944480846, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, V:\Minecraft Schenanigans\Curseforge\Quickplay\8dacfa6e-cd53-4e94-9869-c2e68476f0eb.json, , , , --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[22:52:11] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.17 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[22:52:12] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[22:52:12] [main/INFO]: Trying GL version 4.6
[22:52:12] [main/INFO]: Requested GL version 4.6 got version 4.6
[22:52:12] [main/INFO]: LOADING STAGE 1 - Services Initializing
[22:52:12] [main/INFO]: LOADING STAGE <Services Initializing> elapsed 3 ms
[22:52:12] [main/INFO]: LOADING STAGE 2 - Services Loading
[22:52:12] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/V:/Minecraft%20Schenanigans/Curseforge/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[22:52:12] [main/INFO]: LOADING STAGE <Services Loading> elapsed 65 ms
[22:52:12] [main/INFO]: LOADING STAGE 3 - Mod Scanning
[22:52:12] [pool-2-thread-1/INFO]: GL info: AMD Radeon RX 6600 XT GL version 4.6.0 Core Profile Context 25.12.1.251128, ATI Technologies Inc.
[22:52:32] [modloading-worker-0/INFO]: Loaded script startup_scripts:MultiblockShit/framework/finalize.js in 0.001 s
[22:52:32] [modloading-worker-0/INFO]: Loaded 24/24 KubeJS startup scripts in 1.366 s with 0 errors and 0 warnings
[22:52:32] [modloading-worker-0/INFO]: Added bindings for script type CLIENT from mod 'almostunified': [AlmostUnified]
[22:52:32] [modloading-worker-0/INFO]: example.js#5: Hello, World! (Loaded client scripts)
[22:52:32] [modloading-worker-0/INFO]: Loaded script client_scripts:example.js in 0.001 s
[22:52:32] [modloading-worker-0/INFO]: Loaded 1/1 KubeJS client scripts in 0.018 s with 0 errors and 0 warnings
[22:52:32] [modloading-worker-0/INFO]: Registering C2S receiver with id kubejs:send_data_from_client
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:send_data_from_server
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:paint
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:add_stage
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:remove_stage
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:sync_stages
[22:52:32] [modloading-worker-0/INFO]: Registering C2S receiver with id kubejs:first_click
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:toast
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:reload_startup_scripts
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:display_server_errors
[22:52:32] [modloading-worker-0/INFO]: Registering S2C receiver with id kubejs:display_client_errors
[22:52:32] [Render thread/INFO]: GTCEu common proxy init!
[22:52:32] [Render thread/INFO]: Registering material registries
[22:52:32] [Render thread/INFO]: Registering GTCEu Materials
[22:52:32] [Render thread/INFO]: Registering addon Materials
[22:52:32] [Render thread/WARN]: nexus is not a known Material
[22:52:32] [Render thread/WARN]: blue_zircon is not a known Material
[22:52:32] [Render thread/WARN]: xenotime is not a known Material
[22:52:32] [Render thread/WARN]: xenotime is not a known Material
[22:52:32] [Render thread/WARN]: extraterrestrial_resonite is not a known Material
[22:52:32] [Render thread/WARN]: extraterrestrial_resonite is not a known Material
[22:52:32] [Render thread/WARN]: magnetic_nexus_steel is not a known Material
[22:52:32] [Render thread/WARN]: nexus_steel is not a known Material
[22:52:32] [Render thread/WARN]: nexus_steel is not a known Material
[22:52:32] [Render thread/WARN]: nexus_steel is not a known Material
[22:52:32] [Render thread/WARN]: echo is not a known Material
[22:52:32] [Render thread/WARN]: scrap is not a known Material
[22:52:32] [Render thread/WARN]: energium is not a known Material
[22:52:32] [Render thread/WARN]: mysterymystery is not a known Material
[22:52:32] [Render thread/WARN]: purified_netherite is not a known Material
[22:52:32] [Render thread/WARN]: bastnaesite is not a known Material
[22:52:32] [Render thread/WARN]: uranium_233 is not a known Material
[22:52:32] [Render thread/WARN]: kerosene is not a known Material
[22:52:32] [Render thread/INFO]: [com.finshope.gtsecore.GTSEGTAddon:registerTagPrefixes:38]: ExampleGTAddon TagPrefixes initialized!
[22:52:33] [Render thread/WARN]: FluidStorageKey{gtceu:liquid} already has an associated fluid for material gtceu:lava
[22:52:33] [Render thread/WARN]: FluidStorageKey{gtceu:liquid} already has an associated fluid for material gtceu:water
[22:52:33] [Render thread/WARN]: FluidStorageKey{gtceu:liquid} already has an associated fluid for material gtceu:milk
[22:52:33] [Render thread/INFO]: MultiblockShit/progression/nuclear_multis.js#186: Loaded Java class 'com.gregtechceu.gtceu.common.machine.multiblock.generator.LargeTurbineMachine'
[22:52:33] [Render thread/INFO]: [com.finshope.gtsecore.GTSEGTAddon:initializeAddon:26]: ExampleGTAddon initialized!
[22:52:33] [Render thread/INFO]: ExampleGTAddon initialized![]
[22:52:33] [Render thread/INFO]: Registering KeyBinds
[22:52:33] [Render thread/WARN]: Mod 'gtceu' took 1.229 s to run a deferred task.
[22:52:34] [Render thread/INFO]: LOADING STAGE <Constructing Mods> elapsed 5821 ms
[22:52:34] [Render thread/INFO]: LOADING STAGE 12 - Creating Registries
[22:52:34] [Render thread/INFO]: LOADING STAGE <Creating Registries> elapsed 341 ms
[22:52:34] [Render thread/INFO]: LOADING STAGE 13 - Gathering Object Holders
[22:52:34] [Render thread/INFO]: LOADING STAGE <Gathering Object Holders> elapsed 228 ms
[22:52:34] [Render thread/INFO]: LOADING STAGE 14 - Injecting Capabilities
[22:52:35] [Render thread/INFO]: LOADING STAGE <Injecting Capabilities> elapsed 422 ms
[22:52:35] [Render thread/INFO]: LOADING STAGE 15 - Loading Registries
[22:52:37] [Render thread/WARN]: @Redirect conflict. Skipping mixins.redirected_forge_1.20.1.json:net.minecraft.world.level.block.state.CacheMixin->@Redirect::redirectSupportTypes()[Lnet/minecraft/world/level/block/SupportType; with priority 10, already redirected by modernfix-common.mixins.json:perf.cache_blockstate_cache_arrays.AbstractBlockStateCacheMixin->@Redirect::getVoxelShapeValues()[Lnet/minecraft/world/level/block/SupportType; with priority 1000
[22:52:38] [Render thread/INFO]: Registering C2S receiver with id ae2wtlib:cycle_terminal
[22:52:38] [Render thread/INFO]: Registering C2S receiver with id ae2wtlib:pick_block
[22:52:38] [Render thread/INFO]: Registering C2S receiver with id ae2wtlib:terminal_settings
[22:52:38] [Render thread/INFO]: Initialized block sets in 27ms
[22:52:39] [Render thread/INFO]: [structure_gel] Registering data for structure_gel:loot_table_alias
[22:52:39] [Render thread/INFO]: [structure_gel] Registering data for structure_gel:data_handler_type
[22:52:39] [Render thread/INFO]: [structure_gel] Registering data for structure_gel:dynamic_spawner
[22:52:39] [Render thread/INFO]: [structure_gel] Registering data for structure_gel:jigsaw_type
[22:52:40] [Render thread/INFO]: LOADING STAGE <Loading Registries> elapsed 4967 ms
[22:52:40] [Render thread/INFO]: LOADING STAGE 16 - Gather Modded Resource Packs
[22:52:40] [Render thread/INFO]: Registering CHLORIDE built-in packs
[22:52:40] [Render thread/INFO]: LOADING STAGE <Gather Modded Resource Packs> elapsed 18 ms
[22:52:40] [Render thread/INFO]: LOADING STAGE 17 - Gather Tasks
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <forge - ClientModLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <forge - BrandingControl> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - LanguageManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - TextureManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - SoundManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - SplashManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - FontManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - GrassColorReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - FoliageColorReloadListener> Created!
[22:52:40] [Render thread/INFO]: Block undergarden:gloomgourd_stem had its color provider replaced and will not use per-vertex coloring
[22:52:40] [Render thread/INFO]: Block undergarden:gloomgourd_stem_attached had its color provider replaced and will not use per-vertex coloring
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - ModelManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - EntityModelSet> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - BlockEntityRenderDispatcher> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - BlockEntityWithoutLevelRenderer> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - ItemRenderer> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - BlockRenderDispatcher> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - EntityRenderDispatcher> Created!
[22:52:40] [Render thread/INFO]: Hardware information:
[22:52:40] [Render thread/INFO]: CPU: 12x AMD Ryzen 5 5600 6-Core Processor 
[22:52:40] [Render thread/INFO]: GPU: AMD Radeon RX 6600 XT (Supports OpenGL 4.6.0 Core Profile Context 25.12.1.251128)
[22:52:40] [Render thread/INFO]: OS: Windows 11 (10.0)
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - GameRenderer$1> Created!
[22:52:40] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.vertex.VertexFormatDescriptionImpl, which may cause instability.
[22:52:40] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.vertex.buffer.SodiumBufferBuilder, which may cause instability.
[22:52:40] [Render thread/WARN]: Mod(s) [oculus] are modifying Embeddium class me.jellysquid.mods.sodium.client.render.SodiumWorldRenderer, which may cause instability.
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ferritecore - Deduplicator$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - LevelRenderer> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - SearchRegistry> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - ParticleEngine> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - PaintingTextureManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - MobEffectTextureManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - GpuWarnlistManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <minecraft - PeriodicNotificationManager> Created!
[22:52:40] [Render thread/INFO]: LOADING STAGE <Gather Tasks> elapsed 538 ms
[22:52:40] [Render thread/INFO]: LOADING STAGE 18 - Setup GUI
[22:52:40] [Render thread/INFO]: LOADING STAGE <Setup GUI> elapsed 31 ms
[22:52:40] [Render thread/INFO]: LOADING STAGE 19 - Dispatch Client Events
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ctm - CTMPackReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <embeddium - SpriteFinderCache$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <codechickenlib - ModAtlasHolder> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <codechickenlib - ClientInit> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <libx - BlockOverlayQuadCache$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <forge - ObjLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <cofh_core - CoreShaders$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - RecipeDefaultLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiTagExclusionsLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiDataLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiDataLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiDataLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiDataLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <emi - EmiDataLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <jei - JeiSpriteUploader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <jei - JustEnoughItemsClient> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RobitSpriteUploader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderEnergyCubeItem> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderJetpack> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderAtomicDisassembler> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderFlameThrower> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderFreeRunners> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderFreeRunners> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderJetpack> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderScubaMask> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - RenderScubaTank> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - JetpackArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - JetpackArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - FreeRunnerArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - FreeRunnerArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - ScubaMaskArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <mekanism - ScubaTankArmor> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ad_astra - AdAstraPlanetRenderers> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ad_astra_giselle_addon - AdAstraGiselleAddonClient$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ad_astra_giselle_addon - AdAstraGiselleAddonClient$2> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <sophisticatedbackpacks - ClientEventHandler> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <railways - CasingResourceReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <patchouli - BookContentResourceListenerLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <patchouli - ForgeClientInitializer> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <resourcefullib - HighlightHandler> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <framework - JsonDataManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <guideme - GuideReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <guideme - GuiSpriteAtlas> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <codechickenlib - ModAtlasHolder> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <draconicevolution - MultiModAtlasHolder> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <codechickenlib - ModAtlasHolder> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <moonlight - SoftFluidColors> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <moonlight - MapDecorationClientManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <moonlight - SimpleSpecialModelsLoader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <moonlight - MoonlightClient$MLDynamicClientResources> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <gtceu - ModelUtils$1> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <jade - ThemeHelper> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <jade - ModIdentification> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <jade - HarvestToolProvider> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <quark - AttributeTooltipManager> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <flywheel - FlwProgramsReloader> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <ponder - ClientResourceReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <create - ClientResourceReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <create - TrainHatInfoReloadListener> Created!
[22:52:40] [Render thread/INFO]: Wrapped Reload Listener <createaddition - ResourceReloadListener> Created!
[22:52:40] [Render thread/INFO]: Registering model layer quark:crab#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:shiba#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:quark_boat_chest#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:wraith#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:forgotten_hat#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:stoneling#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:toretoise#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:quark_boat#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:foxhound#main
[22:52:40] [Render thread/INFO]: Registering model layer quark:backpack#main
[22:52:41] [Render thread/INFO]: Registering Keybinds
[22:52:41] [Render thread/INFO]: LOADING STAGE <Dispatch Client Events> elapsed 425 ms
[22:52:41] [Render thread/INFO]: LOADING STAGE 20 - Vanilla Client Setup
[22:52:41] [Render thread/INFO]: LOADING STAGE <Vanilla Client Setup> elapsed 165 ms
[22:52:41] [Render thread/INFO]: LOADING STAGE 21 - Initializing Tasks
[22:52:41] [Render thread/INFO]: Start profiling resource reload
[22:52:41] [Render thread/INFO]: Reloading ResourceManager: gtceu:dynamic_assets, vanilla, mod_resources, Moonlight Mods Dynamic Assets, fabric, KubeJS Resource Pack [assets], ldlib
[22:52:41] [Render thread/INFO]: LOADING STAGE <Initializing Tasks> elapsed 12 ms
[22:52:41] [Render thread/INFO]: LOADING STAGE 22 - Setup Loading Screen
[22:52:41] [Worker-ResourceReload-0/INFO]: Starting runtime resource generation for pack type CLIENT_RESOURCES with generators from mods [moonlight]: [net.mehvahdjukaar.moonlight.core.MoonlightClient$MLDynamicClientResources@1cdbe332]
[22:52:41] [Worker-ResourceReload-0/INFO]: Generating runtime assets for pack Moonlight Mods Dynamic Assets (moonlight)
[22:52:41] [Render thread/INFO]: LOADING STAGE <Setup Loading Screen> elapsed 1 ms
[22:52:41] [Render thread/INFO]: LOADING STAGE 23 - Tasks Working
[22:52:41] [Render thread/INFO]: Client resource reload complete!
[22:52:41] [Worker-ResourceReload-0/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (moonlight) in: 4 ms (multithreaded)
[22:52:41] [Worker-ResourceReload-0/INFO]: Finished runtime resources generation for 1 packs in a total of 4 ms
[22:52:41] [modloading-worker-0/INFO]: Loaded Tom's Simple Storage config file toms_storage-common.toml
[22:52:41] [modloading-worker-0/INFO]: Mod file craftingtweaks has registered com.tom.storagemod.gui.CraftingTerminalMenu of toms_storage with CraftingTweaks
[22:52:41] [Worker-ResourceReload-4/INFO]: ConstructionWand says hello - may the odds be ever in your favor.
[22:52:41] [Worker-ResourceReload-4/INFO]: Botania integration added
[22:52:41] [Worker-ResourceReload-4/INFO]: Tom's Storage Setup starting
[22:52:41] [Worker-ResourceReload-4/INFO]: Initilaized Network Handler
[22:52:41] [Worker-ResourceReload-9/INFO]: No user config.json found
[22:52:41] [Worker-ResourceReload-9/INFO]: Available patches: 6
[22:52:41] [Worker-ResourceReload-9/INFO]:  - EuphoriaPatches [1.6.3, 1.6.4, 1.6.5, 1.6.6, 1.6.7, 1.6.8] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]:  - Complementary [5.6, 5.6.1] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]:  - rethinking-voxels [0.1-beta9] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]:  - BSL [10.1] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]:  - Bliss [2.1.1, 2.1.2] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]:  - photon [1.2a] (jar)
[22:52:41] [Worker-ResourceReload-9/INFO]: Existing base shaders: 2
[22:52:41] [Worker-ResourceReload-9/INFO]:  - Solas Shader V2.8b []
[22:52:41] [Worker-ResourceReload-9/INFO]:  - photon_v1.2a.zip [1.0.4]
[22:52:41] [Worker-ResourceReload-9/INFO]: Could not find patch for Solas Shader V2.8b
[22:52:41] [Worker-ResourceReload-9/INFO]: 'photon_v1.2a.zip' already patched with version 1.0.4
[22:52:41] [Forge Version Check/INFO]: [sound_physics_remastered] Starting version check at https://update.maxhenkel.de/forge/sound_physics_remastered
[22:52:41] [Finalizer/WARN]: One or more BufferBuilders have been leaked, ModernFix will attempt to correct this.
[22:52:41] [Worker-ResourceReload-9/INFO]: Loading MythicBotany
[22:52:41] [Worker-ResourceReload-10/INFO]: Version 10.4.16 initializing...
[22:52:41] [Worker-ResourceReload-4/INFO]: Connectivity initialized
[22:52:41] [Worker-ResourceReload-7/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[22:52:41] [Forge Version Check/INFO]: [sound_physics_remastered] Found status: AHEAD Current: 1.20.1-1.5.1 Target: null
[22:52:41] [Forge Version Check/INFO]: [structure_gel] Starting version check at http://changelogs.moddinglegacy.com/structure-gel.json
[22:52:41] [Worker-ResourceReload-9/INFO]: Setting game stages provider implementation to: KubeJS Stages
[22:52:41] [Worker-ResourceReload-9/INFO]: Chose [KubeJS Stages] as the active game stages implementation
[22:52:41] [Worker-ResourceReload-9/INFO]: Chose [FALLBACK] as the active permissions implementation
[22:52:41] [Worker-ResourceReload-9/INFO]: [FTB Quests] recipe helper provider is [JEI]
[22:52:41] [Worker-ResourceReload-4/ERROR]: Failed to load book dtarsnouveau:guide defined by mod dtarsnouveau, skipping
java.lang.IllegalArgumentException: Book dtarsnouveau:guide has use_resource_pack set to false. This behaviour was removed in 1.20. The book author should enable this flag and move all book contents clientside to /assets/, leaving the book.json in /data/. See https://vazkiimods.github.io/Patchouli/docs/upgrading/upgrade-guide-120 for details.
	at vazkii.patchouli.common.book.Book.<init>(Book.java:145) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at vazkii.patchouli.common.book.BookRegistry.loadBook(BookRegistry.java:90) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at vazkii.patchouli.common.book.BookRegistry.lambda$init$3(BookRegistry.java:75) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at vazkii.patchouli.common.book.BookRegistry.init(BookRegistry.java:70) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at vazkii.patchouli.forge.common.ForgeModInitializer.onInitialize(ForgeModInitializer.java:76) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at vazkii.patchouli.forge.common.__ForgeModInitializer_onInitialize_FMLCommonSetupEvent.invoke(.dynamic) ~[Patchouli-1.20.1-84.1-FORGE.jar%23464!/:1.20.1-84.1-FORGE]
	at net.minecraftforge.eventbus.ASMEventHandler.invoke(ASMEventHandler.java:73) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:121) ~[javafmllanguage-1.20.1-47.4.0.jar%23501!/:?]
	at net.minecraftforge.fml.ModContainer.lambda$buildTransitionHandler$5(ModContainer.java:127) ~[fmlcore-1.20.1-47.4.0.jar%23500!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at dev.xkmc.lpcore.client.WrappedResourceManager$WrapperListener$WrappedExecutor.lambda$execute$0(WrappedResourceManager.java:197) ~[lpcore-0.5.8.jar%23330!/:0.5.8]
	at java.util.concurrent.ForkJoinTask$RunnableExecuteAction.exec(ForkJoinTask.java:1395) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:52:41] [Worker-ResourceReload-9/INFO]: [FTB Quests] Enabled Item Filters integration
[22:52:41] [Worker-ResourceReload-4/INFO]: [toni.lib.TxniLib:onInitialize:75]: TxniLib onInitialize!
[22:52:41] [Worker-ResourceReload-9/INFO]: [FTB Chunks] Enabled Waystones integration
[22:52:42] [Worker-ResourceReload-1/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: me.frankv.jmi.JMIJourneyMapPlugin
[22:52:42] [Worker-ResourceReload-1/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: net.blay09.mods.waystones.compat.JourneyMapIntegration
[22:52:42] [Worker-ResourceReload-1/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: com.gregtechceu.gtceu.integration.map.journeymap.JourneyMapPlugin
[22:52:42] [Worker-ResourceReload-10/INFO]: Fake player readout: UUID = 46e82cd0-d480-3d48-800a-77431ede078e, name = [Mekanism]
[22:52:42] [Worker-ResourceReload-10/INFO]: Mod loaded.
[22:52:42] [Render thread/INFO]: GregTech Model loading took 890ms
[22:52:43] [Worker-ResourceReload-4/WARN]: Missing sprite: gtceu:textures/block/casings/fluix_casing_ctm.png
[22:52:43] [Render thread/INFO]: Initialised AE2WT integration.
[22:52:43] [Render thread/INFO]: Loading NoTreePunching Config
[22:52:43] [Render thread/INFO]: Loaded NoTreePunching Config
[22:52:43] [Render thread/WARN]: Method overwrite conflict for m_43908_ in alltheleaks.mixins.json:main.IngredientWithCountMixin, previously written by org.embeddedt.modernfix.forge.mixin.perf.faster_ingredients.CofhIngredientWithCountMixin. Skipping method.
[22:52:43] [Forge Version Check/INFO]: [structure_gel] Found status: BETA Current: 2.16.2 Target: null
